0 0 0 4161.239694
0 0 1 4201.185009
0 0 2 4245.880679
0 0 3 4275.251248
0 0 4 4268.060338
0 0 5 4295.575807
0 0 6 4274.821265
0 0 7 4169.869787
0 0 8 4024.815155
0 0 9 3835.897988
0 0 10 3578.892565
0 0 11 3332.007541
0 0 12 3132.340847
0 0 13 2960.837952
0 0 14 2792.218981
0 0 15 2656.611719
0 0 16 2486.655880
0 0 17 2213.225592
0 0 18 2066.400690
0 0 19 2128.593528
0 0 20 2357.269504
0 0 21 2579.645703
0 0 22 2866.420761
0 0 23 2988.404088
0 0 24 3203.045696
0 0 25 3492.348422
0 0 26 3178.575154
0 0 27 2954.039926
0 0 28 2899.784835
0 0 29 3181.949678
0 0 30 3300.714339
0 0 31 3026.350970
0 1 0 3899.271332
0 1 1 3938.595486
0 1 2 3989.597783
0 1 3 4023.597780
0 1 4 3978.909929
0 1 5 3995.567814
0 1 6 3972.414850
0 1 7 3908.166342
0 1 8 3741.740617
0 1 9 3616.135541
0 1 10 3327.406205
0 1 11 3059.846203
0 1 12 2891.142525
0 1 13 2723.630763
0 1 14 2541.179855
0 1 15 2529.145011
0 1 16 2503.319026
0 1 17 1833.227990
0 1 18 1648.556742
0 1 19 1759.941816
0 1 20 2073.183856
0 1 21 2241.068881
0 1 22 2810.746484
0 1 23 2655.595269
0 1 24 2995.351712
0 1 25 4175.805482
0 1 26 3014.909870
0 1 27 2585.717433
0 1 28 2473.043561
0 1 29 3027.600419
0 1 30 3297.031861
0 1 31 2490.449946
0 2 0 3463.944073
0 2 1 3489.828525
0 2 2 3512.415162
0 2 3 3514.202609
0 2 4 3417.237645
0 2 5 3395.057234
0 2 6 3386.820246
0 2 7 3417.080385
0 2 8 3237.791690
0 2 9 3047.025384
0 2 10 2751.259925
0 2 11 2505.171973
0 2 12 2276.403435
0 2 13 2117.688667
0 2 14 1846.600766
0 2 15 1997.018239
0 2 16 3134.968494
0 2 17 0.000000
0 2 18 0.000000
0 2 19 0.000000
0 2 20 0.000000
0 2 21 0.000000
0 2 22 0.000000
0 2 23 0.000000
0 2 24 0.000000
0 2 25 0.000000
0 2 26 0.000000
0 2 27 0.000000
0 2 28 0.000000
0 2 29 0.000000
0 2 30 0.000000
0 2 31 0.000000
0 3 0 2903.919040
0 3 1 2901.999957
0 3 2 2921.371114
0 3 3 2790.807754
0 3 4 2626.456493
0 3 5 2505.051121
0 3 6 2549.224703
0 3 7 2663.121340
0 3 8 2556.685104
0 3 9 2238.600538
0 3 10 1820.143267
0 3 11 1672.232363
0 3 12 1217.192361
0 3 13 0.000000
0 3 14 0.000000
0 3 15 0.000000
0 3 16 0.000000
0 3 17 0.000000
0 3 18 0.000000
0 3 19 0.000000
0 3 20 0.000000
0 3 21 0.000000
0 3 22 0.000000
0 3 23 0.000000
0 3 24 0.000000
0 3 25 0.000000
0 3 26 0.000000
0 3 27 0.000000
0 3 28 0.000000
0 3 29 0.000000
0 3 30 0.000000
0 3 31 0.000000
0 4 0 2290.665017
0 4 1 2248.893133
0 4 2 2258.344924
0 4 3 2039.891460
0 4 4 1753.311950
0 4 5 1610.780970
0 4 6 1604.960859
0 4 7 1778.531232
0 4 8 1803.020842
0 4 9 1329.093801
0 4 10 0.000000
0 4 11 0.000000
0 4 12 0.000000
0 4 13 0.000000
0 4 14 0.000000
0 4 15 0.000000
0 4 16 0.000000
0 4 17 0.000000
0 4 18 0.000000
0 4 19 0.000000
0 4 20 0.000000
0 4 21 0.000000
0 4 22 0.000000
0 4 23 0.000000
0 4 24 0.000000
0 4 25 0.000000
0 4 26 0.000000
0 4 27 0.000000
0 4 28 0.000000
0 4 29 0.000000
0 4 30 0.000000
0 4 31 0.000000
0 5 0 1673.653713
0 5 1 1589.130433
0 5 2 1551.954536
0 5 3 1211.149755
0 5 4 0.000000
0 5 5 0.000000
0 5 6 0.000000
0 5 7 0.000000
0 5 8 0.000000
0 5 9 0.000000
0 5 10 0.000000
0 5 11 0.000000
0 5 12 0.000000
0 5 13 0.000000
0 5 14 0.000000
0 5 15 0.000000
0 5 16 0.000000
0 5 17 0.000000
0 5 18 0.000000
0 5 19 0.000000
0 5 20 0.000000
0 5 21 0.000000
0 5 22 0.000000
0 5 23 0.000000
0 5 24 0.000000
0 5 25 0.000000
0 5 26 0.000000
0 5 27 0.000000
0 5 28 0.000000
0 5 29 0.000000
0 5 30 0.000000
0 5 31 0.000000
0 6 0 1094.583369
0 6 1 870.489647
0 6 2 0.000000
0 6 3 764.376969
0 6 4 0.000000
0 6 5 0.000000
0 6 6 0.000000
0 6 7 0.000000
0 6 8 0.000000
0 6 9 0.000000
0 6 10 0.000000
0 6 11 0.000000
0 6 12 0.000000
0 6 13 0.000000
0 6 14 0.000000
0 6 15 0.000000
0 6 16 0.000000
0 6 17 0.000000
0 6 18 0.000000
0 6 19 0.000000
0 6 20 0.000000
0 6 21 0.000000
0 6 22 0.000000
0 6 23 0.000000
0 6 24 0.000000
0 6 25 0.000000
0 6 26 0.000000
0 6 27 0.000000
0 6 28 0.000000
0 6 29 0.000000
0 6 30 0.000000
0 6 31 0.000000
0 7 0 0.000000
0 7 1 0.000000
0 7 2 0.000000
0 7 3 0.000000
0 7 4 0.000000
0 7 5 0.000000
0 7 6 0.000000
0 7 7 0.000000
0 7 8 0.000000
0 7 9 0.000000
0 7 10 0.000000
0 7 11 0.000000
0 7 12 0.000000
0 7 13 0.000000
0 7 14 0.000000
0 7 15 0.000000
0 7 16 0.000000
0 7 17 0.000000
0 7 18 0.000000
0 7 19 0.000000
0 7 20 0.000000
0 7 21 0.000000
0 7 22 0.000000
0 7 23 0.000000
0 7 24 0.000000
0 7 25 0.000000
0 7 26 0.000000
0 7 27 0.000000
0 7 28 0.000000
0 7 29 0.000000
0 7 30 0.000000
0 7 31 0.000000
0 8 0 0.000000
0 8 1 0.000000
0 8 2 0.000000
0 8 3 0.000000
0 8 4 0.000000
0 8 5 0.000000
0 8 6 0.000000
0 8 7 0.000000
0 8 8 0.000000
0 8 9 0.000000
0 8 10 0.000000
0 8 11 0.000000
